solution_id,fuel_cost_usd,ghg_wtw_tco2e,opex_usd,feasible,deployments_count,assignments
sol_000,10988703.86,50467.52,19015208.06,True,23,V001->R1@13.6kn(LNG_DIESEL); V002->R1@13.3kn(HFO); V002->R4@10.7kn(HFO); V003->R0@13.0kn(HFO); V003->R1@13.7kn(HFO); V003->R3@17.0kn(HFO); V004->R1@14.2kn(HFO); V005->R4@13.6kn(HFO); V006->R0@13.6kn(HFO); V006->R2@13.0kn(HFO); V007->R0@11.5kn(HFO); V007->R1@13.8kn(HFO); V007->R4@16.4kn(HFO); V009->R2@14.9kn(MEOH_GREEN); V010->R4@14.2kn(HFO); V012->R4@14.9kn(HFO); V013->R4@14.1kn(MEOH_GREEN); V014->R4@13.6kn(LNG_DIESEL); V015->R0@16.5kn(LNG_DIESEL); V015->R1@18.8kn(LNG_DIESEL); V016->R3@13.8kn(HFO); V017->R4@14.1kn(LNG_DIESEL); V018->R1@12.2kn(LNG_DIESEL)
sol_001,10988703.86,50467.52,19015208.06,True,23,V001->R1@13.6kn(LNG_DIESEL); V002->R1@13.3kn(HFO); V002->R4@10.7kn(HFO); V003->R0@13.0kn(HFO); V003->R1@13.7kn(HFO); V003->R3@17.0kn(HFO); V004->R1@14.2kn(HFO); V005->R4@13.6kn(HFO); V006->R0@13.6kn(HFO); V006->R2@13.0kn(HFO); V007->R0@11.5kn(HFO); V007->R1@13.8kn(HFO); V007->R4@16.4kn(HFO); V009->R2@14.9kn(MEOH_GREEN); V010->R4@14.2kn(HFO); V012->R4@14.9kn(HFO); V013->R4@14.1kn(MEOH_GREEN); V014->R4@13.6kn(LNG_DIESEL); V015->R0@16.5kn(LNG_DIESEL); V015->R1@18.8kn(LNG_DIESEL); V016->R3@13.8kn(HFO); V017->R4@14.1kn(LNG_DIESEL); V018->R1@12.2kn(LNG_DIESEL)
